iter	Passed	Remaining
628	5881	3469
629	5891	3460
630	5902	3451
631	5912	3442
632	5921	3432
633	5930	3423
634	5940	3414
635	5950	3405
636	5960	3396
637	5969	3387
638	5979	3377
639	5988	3368
640	5997	3359
641	6006	3349
642	6015	3340
643	6024	3330
644	6033	3320
645	6044	3312
646	6053	3302
647	6061	3292
648	6071	3283
649	6083	3275
650	6100	3270
651	6109	3261
652	6120	3252
653	6129	3242
654	6151	3240
655	6162	3231
656	6172	3222
657	6181	3212
658	6190	3203
659	6200	3194
660	6209	3184
661	6219	3175
662	6229	3166
663	6238	3156
664	6248	3147
665	6258	3138
666	6267	3129
667	6277	3119
668	6287	3110
669	6296	3101
670	6306	3092
671	6316	3083
672	6326	3073
673	6335	3064
674	6345	3055
675	6354	3045
676	6364	3036
677	6373	3026
678	6383	3017
679	6392	3008
680	6402	2999
681	6412	2989
682	6421	2980
683	6431	2971
684	6441	2961
685	6451	2952
686	6460	2943
687	6470	2934
688	6479	2924
689	6488	2915
690	6497	2905
691	6506	2896
692	6516	2886
693	6525	2877
694	6534	2867
695	6543	2858
696	6552	2848
697	6561	2839
698	6571	2829
699	6581	2820
700	6590	2811
701	6599	2801
702	6610	2792
703	6623	2784
704	6633	2775
705	6642	2766
706	6652	2756
707	6661	2747
708	6671	2738
709	6680	2728
710	6689	2718
711	6697	2709
712	6708	2700
713	6717	2690
714	6726	2681
715	6735	2671
716	6745	2662
717	6755	2653
718	6764	2643
719	6773	2634
720	6782	2624
721	6791	2615
722	6800	2605
723	6809	2595
724	6822	2587
725	6832	2578
726	6841	2569
727	6850	2559
728	6859	2549
729	6868	2540
730	6878	2531
731	6887	2521
732	6896	2512
733	6906	2502
734	6915	2493
735	6924	2483
736	6934	2474
737	6943	2465
738	6953	2455
739	6961	2445
740	6970	2436
741	6980	2427
742	6988	2417
743	6997	2407
744	7006	2398
745	7016	2388
746	7025	2379
747	7034	2369
748	7043	2360
749	7052	2350
750	7060	2341
751	7069	2331
752	7078	2321
753	7087	2312
754	7097	2303
755	7106	2293
756	7115	2284
757	7125	2274
758	7134	2265
759	7143	2255
760	7152	2246
761	7161	2236
762	7170	2227
763	7179	2217
764	7188	2208
765	7197	2198
766	7206	2189
767	7215	2179
768	7225	2170
769	7234	2160
770	7242	2151
771	7252	2141
772	7261	2132
773	7270	2122
774	7278	2113
775	7287	2103
776	7296	2094
777	7306	2084
778	7315	2075
779	7324	2065
780	7333	2056
781	7343	2047
782	7353	2037
783	7361	2028
784	7373	2019
785	7383	2010
786	7392	2000
787	7400	1991
788	7410	1981
789	7419	1972
790	7428	1962
791	7437	1953
792	7446	1943
793	7455	1934
794	7465	1924
795	7474	1915
796	7484	1906
797	7494	1897
798	7503	1887
799	7512	1878
800	7521	1868
801	7529	1858
802	7538	1849
803	7547	1839
804	7556	1830
805	7565	1820
806	7573	1811
807	7582	1801
808	7591	1792
809	7600	1782
810	7608	1773
811	7618	1763
812	7627	1754
813	7637	1745
814	7646	1735
815	7655	1726
816	7664	1716
817	7673	1707
818	7684	1698
819	7693	1688
820	7702	1679
821	7710	1669
822	7719	1660
823	7728	1650
824	7737	1641
825	7746	1631
826	7754	1622
827	7763	1612
828	7772	1603
829	7781	1593
830	7790	1584
831	7799	1574
832	7808	1565
833	7817	1556
834	7826	1546
835	7835	1537
836	7844	1527
837	7853	1518
838	7862	1508
839	7871	1499
840	7880	1489
841	7889	1480
842	7898	1470
843	7908	1461
844	7916	1452
845	7926	1442
846	7934	1433
847	7943	1423
848	7953	1414
849	7961	1405
850	7970	1395
851	7979	1386
852	7989	1376
853	7998	1367
854	8008	1358
855	8017	1348
856	8026	1339
857	8035	1329
858	8043	1320
859	8052	1310
860	8062	1301
861	8071	1292
862	8081	1282
863	8089	1273
864	8098	1263
865	8107	1254
866	8116	1245
867	8125	1235
868	8134	1226
869	8143	1216
870	8151	1207
871	8160	1197
872	8170	1188
873	8180	1179
874	8189	1169
875	8198	1160
876	8207	1151
877	8216	1141
878	8224	1132
879	8233	1122
880	8242	1113
881	8251	1103
882	8260	1094
883	8269	1085
884	8278	1075
885	8287	1066
886	8297	1057
887	8306	1047
888	8315	1038
889	8324	1028
890	8333	1019
891	8342	1010
892	8351	1000
893	8360	991
894	8369	981
895	8378	972
896	8387	963
897	8396	953
898	8405	944
899	8413	934
900	8422	925
901	8431	916
902	8440	906
903	8449	897
904	8457	887
905	8466	878
906	8475	869
907	8484	859
908	8492	850
909	8501	840
910	8510	831
911	8519	822
912	8528	812
913	8537	803
914	8545	793
915	8554	784
916	8563	775
917	8572	765
918	8581	756
919	8589	746
920	8599	737
921	8608	728
922	8618	719
923	8627	709
924	8636	700
925	8645	690
926	8654	681
927	8663	672
928	8673	662
929	8682	653
930	8692	644
931	8701	634
932	8710	625
933	8719	616
934	8728	606
935	8737	597
936	8747	588
937	8756	578
938	8765	569
939	8775	560
940	8784	550
941	8794	541
942	8803	532
943	8812	522
944	8821	513
945	8830	504
946	8840	494
947	8848	485
948	8857	476
949	8867	466
950	8877	457
951	8885	448
952	8894	438
953	8903	429
954	8912	419
955	8921	410
956	8929	401
957	8938	391
958	8947	382
959	8956	373
960	8965	363
961	8974	354
962	8982	345
963	8993	335
964	9003	326
965	9012	317
966	9021	307
967	9030	298
968	9039	289
969	9049	279
970	9058	270
971	9067	261
972	9076	251
973	9085	242
974	9095	233
975	9104	223
976	9113	214
977	9123	205
978	9132	195
979	9141	186
980	9150	177
981	9159	167
982	9169	158
983	9179	149
984	9188	139
985	9198	130
986	9206	121
987	9215	111
988	9226	102
989	9235	93
990	9244	83
991	9253	74
992	9263	65
993	9272	55
994	9280	46
995	9289	37
996	9299	27
997	9308	18
998	9317	9
999	9325	0
