iter	RMSE
197	1.210357752
198	1.209903663
199	1.209200895
200	1.208930977
201	1.208665912
202	1.208252144
203	1.207988342
204	1.206484848
205	1.205782095
206	1.205353186
207	1.204955254
208	1.203709176
209	1.203255676
210	1.20297491
211	1.202587489
212	1.201343574
213	1.201072847
214	1.200806641
215	1.199731296
216	1.199481255
217	1.199235147
218	1.198648496
219	1.19769722
220	1.196745211
221	1.196500208
222	1.196259336
223	1.196020669
224	1.194766125
225	1.193832577
226	1.193596096
227	1.193367331
228	1.192148589
229	1.191520796
230	1.190215953
231	1.189990468
232	1.188924984
233	1.188694903
234	1.188473905
235	1.188266387
236	1.188051815
237	1.187839859
238	1.187631508
239	1.187005691
240	1.186460969
241	1.186101748
242	1.185135084
243	1.184740594
244	1.183808995
245	1.183585221
246	1.182534254
247	1.181782312
248	1.181560327
249	1.181340808
250	1.181123213
251	1.18078314
252	1.180566123
253	1.179888919
254	1.179672479
255	1.178772279
256	1.177797196
257	1.177582571
258	1.177370338
259	1.176880228
260	1.176378203
261	1.175502581
262	1.175171225
263	1.174959881
264	1.174755463
265	1.173904734
266	1.173534107
267	1.173324376
268	1.173123919
269	1.172918543
270	1.172714143
271	1.172286871
272	1.171965694
273	1.171761775
274	1.171566447
275	1.171365282
276	1.170679455
277	1.170310874
278	1.169655315
279	1.169455394
280	1.169267511
281	1.168957624
282	1.168136265
283	1.167938185
284	1.167748492
285	1.167552301
286	1.166919478
287	1.166724544
288	1.166531039
289	1.166338412
290	1.166154555
291	1.165850884
292	1.16565949
293	1.164853668
294	1.164663415
295	1.164250257
296	1.163478335
297	1.162796616
298	1.162607502
299	1.16184753
300	1.161668081
301	1.161480763
302	1.161011535
303	1.160716181
304	1.160529432
305	1.159883204
306	1.159697548
307	1.159512839
308	1.159175285
309	1.158998154
310	1.158484037
311	1.158300938
312	1.158015805
313	1.157306438
314	1.157132144
315	1.156950318
316	1.156534812
317	1.156353806
318	1.15618125
319	1.155714677
320	1.154909343
321	1.154729735
322	1.154551154
323	1.154373489
324	1.153564754
325	1.153284285
326	1.153107017
327	1.152930283
328	1.152761692
329	1.152187437
330	1.151581494
331	1.151406267
332	1.150882746
333	1.150609356
334	1.150434622
335	1.15000892
336	1.149645453
337	1.149471651
338	1.149298569
339	1.149030019
340	1.148857584
341	1.148693819
342	1.148530733
343	1.148360757
344	1.148031699
345	1.147862629
346	1.147528913
347	1.146883077
348	1.146714484
349	1.146246726
350	1.14564164
351	1.145473329
352	1.145305929
353	1.145139682
354	1.144479975
355	1.144219091
356	1.143469341
357	1.143303804
358	1.143138909
359	1.142974838
360	1.14281121
361	1.142654025
362	1.142491507
363	1.14198539
364	1.141292713
365	1.141035145
366	1.140878083
367	1.140554437
368	1.140303332
369	1.140142225
370	1.139988538
371	1.139828317
372	1.139484387
373	1.138890708
374	1.138731133
375	1.138572031
376	1.137917041
377	1.137326669
378	1.13672562
379	1.136567275
380	1.136312866
381	1.135849312
382	1.135691505
383	1.135534321
384	1.135119591
385	1.134870288
386	1.134249551
387	1.134007439
388	1.133275335
389	1.132999332
390	1.132765151
391	1.132287305
392	1.132058059
393	1.131908123
394	1.13170238
395	1.131414845
396	1.131258302
397	1.131102441
398	1.130747503
399	1.129978319
400	1.129822981
401	1.129673434
402	1.129519373
403	1.129365712
404	1.129212353
405	1.129059358
406	1.128906908
407	1.128754987
408	1.12853507
409	1.128383688
410	1.128237066
411	1.128086727
412	1.127434719
413	1.127285012
414	1.126926759
415	1.12677737
416	1.126155985
417	1.125579517
418	1.125087748
419	1.124938588
420	1.124189871
421	1.124040923
422	1.123305184
423	1.123157063
424	1.123009457
425	1.122476056
426	1.122328968
427	1.122182568
428	1.12203684
429	1.121455774
430	1.121309966
431	1.120684306
432	1.120538866
433	1.120393898
434	1.120249264
435	1.119774012
436	1.119629581
437	1.11948587
438	1.119066615
439	1.118923285
440	1.118780311
441	1.118637783
442	1.11841499
443	1.118272992
444	1.118051155
445	1.117909539
446	1.117768102
447	1.117238468
448	1.11620116
449	1.115612605
450	1.115470673
451	1.115329182
452	1.114734078
453	1.114593094
454	1.114373945
455	1.113568921
456	1.113125638
457	1.112985092
458	1.112845007
459	1.112705476
460	1.112566498
461	1.111972225
462	1.111833603
463	1.111342607
464	1.110838656
465	1.110700247
466	1.110484292
467	1.110354038
468	1.110216054
469	1.109918076
470	1.109780412
471	1.109285468
472	1.108735159
473	1.108597689
474	1.108460674
475	1.108324076
476	1.107783678
477	1.107647208
478	1.107434214
479	1.10729807
480	1.10716233
481	1.106660387
482	1.106524974
483	1.106389954
484	1.106260026
485	1.106125699
486	1.105991555
487	1.105857562
488	1.105530698
489	1.105320754
490	1.10518705
491	1.105053813
492	1.10446293
493	1.104056807
494	1.103923487
495	1.103790603
496	1.10312904
497	1.102996465
498	1.102780922
499	1.102648861
500	1.102517129
501	1.102385873
502	1.102070854
503	1.101939674
504	1.10180886
505	1.101678185
506	1.101284876
507	1.101154416
508	1.100825722
509	1.10059901
510	1.100349584
511	1.100121357
512	1.099991122
513	1.099782558
514	1.099652775
515	1.099450805
516	1.09885886
517	1.098657197
518	1.098527592
519	1.098398197
520	1.097986539
521	1.097758427
522	1.097634039
523	1.097142476
524	1.097013668
525	1.096885305
526	1.096757247
527	1.096074599
528	1.095540743
529	1.094922563
530	1.094794897
531	1.094667365
532	1.094540125
533	1.094413277
534	1.094286726
535	1.094090137
536	1.093963814
537	1.093837714
538	1.093279602
539	1.093153673
540	1.092534064
541	1.092408302
542	1.092111058
543	1.091990722
544	1.091865763
545	1.091671065
546	1.091416164
547	1.091171211
548	1.090971671
549	1.09084685
550	1.090722362
551	1.090526491
552	1.090153614
553	1.090029354
554	1.089833406
555	1.089642247
556	1.089454451
557	1.089342626
558	1.089159714
559	1.088979654
560	1.088807547
561	1.088683316
562	1.088559493
563	1.088125365
564	1.088001888
565	1.087636876
566	1.087513334
567	1.08730865
568	1.086865143
569	1.086741856
570	1.086624017
571	1.086501453
572	1.086379072
573	1.085882198
574	1.085760099
575	1.085638324
576	1.0851447
577	1.085023067
578	1.084738479
579	1.084617122
580	1.084496102
581	1.084375194
582	1.084254366
583	1.083779387
584	1.083658883
585	1.083538658
586	1.083418687
587	1.08329902
588	1.082794158
589	1.082674766
590	1.08217438
591	1.08175949
592	1.081640316
593	1.081465702
594	1.080998936
595	1.080880179
596	1.080761655
597	1.080643288
598	1.080281401
599	1.080163274
600	1.08004552
601	1.079927953
602	1.079689575
603	1.079572061
604	1.079454847
605	1.078868113
606	1.078751163
607	1.07836395
608	1.078024904
609	1.077907957
610	1.077791406
611	1.077485442
612	1.077369063
613	1.077252944
614	1.077081142
615	1.076865811
616	1.076749933
617	1.076634313
618	1.076247518
619	1.076131999
620	1.07575632
621	1.075640892
622	1.075525763
623	1.075410952
624	1.074993169
625	1.0748785
626	1.07446132
627	1.074346823
628	1.074232645
629	1.073839682
630	1.073392755
631	1.073278753
632	1.073165037
633	1.07298813
634	1.072874579
635	1.072761222
636	1.072648135
637	1.072350195
638	1.07223723
639	1.072124525
640	1.07187007
641	1.071250795
642	1.071075165
643	1.070962484
644	1.070849965
645	1.070737782
646	1.070625778
647	1.070514153
648	1.070402664
649	1.069910849
650	1.069275028
651	1.069163558
652	1.069052457
653	1.068941657
654	1.068831119
655	1.068720797
656	1.06861063
657	1.068060537
658	1.067950368
659	1.067585909
660	1.067475807
661	1.067296343
662	1.067058491
663	1.06694872
664	1.066769371
665	1.066305932
666	1.066131179
667	1.066021458
668	1.065849781
669	1.065680911
670	1.065519605
671	1.065356546
672	1.06520178
673	1.065092394
674	1.064983189
675	1.064515944
676	1.063813471
677	1.063704266
678	1.063595372
679	1.063486695
680	1.063368704
681	1.063260265
682	1.063101843
683	1.062993618
684	1.062880412
685	1.062548503
686	1.062433601
687	1.062320023
688	1.062207647
689	1.062092113
690	1.061974233
691	1.061864319
692	1.061751611
693	1.061643003
694	1.061531654
695	1.06142061
696	1.061311621
697	1.061203726
698	1.061096873
699	1.060624199
700	1.060517955
701	1.060185
702	1.060028633
703	1.059923573
704	1.059817641
705	1.059711965
706	1.059273916
707	1.059023955
708	1.058918371
709	1.058816652
710	1.058711511
711	1.058419949
712	1.05802739
713	1.057922328
714	1.057817504
715	1.057184264
716	1.056827303
717	1.056722541
718	1.056617979
719	1.056405124
720	1.056300743
721	1.056196555
722	1.055804565
723	1.055700417
724	1.055302507
725	1.054892257
726	1.054560832
727	1.054456802
728	1.054357481
729	1.054014792
730	1.053609671
731	1.05350614
732	1.053406878
733	1.053002181
734	1.052718032
735	1.052614902
736	1.052454694
737	1.052070561
738	1.051967441
739	1.051754283
740	1.051651442
741	1.051292184
742	1.0511895
743	1.051087092
744	1.050741765
745	1.050639483
746	1.050375769
747	1.050273597
748	1.049877808
749	1.049502367
750	1.049400302
751	1.04929842
752	1.048882262
753	1.048780521
754	1.048678893
755	1.048577494
756	1.048480486
757	1.048379421
758	1.048278486
759	1.048088701
760	1.047988054
761	1.047830088
762	1.047729548
763	1.047629187
764	1.047472369
765	1.047372094
766	1.046905609
767	1.046805619
768	1.046705808
769	1.046204505
770	1.046104741
771	1.045667772
772	1.04556819
773	1.045468832
774	1.045369594
775	1.045270501
776	1.044940482
777	1.0445766
778	1.044477587
779	1.044160146
780	1.044061125
781	1.043615249
782	1.043516495
783	1.043422716
784	1.04299905
785	1.04290088
786	1.042802865
787	1.042440794
788	1.04234273
789	1.042194236
790	1.042096414
791	1.041622043
792	1.041379252
793	1.041281382
794	1.04104089
795	1.040888186
796	1.040790904
797	1.040338454
798	1.039965581
799	1.039761454
800	1.03966381
801	1.039504855
802	1.039324029
803	1.039226589
804	1.039129251
805	1.03879492
806	1.038493289
807	1.038395979
808	1.038239681
809	1.038083883
810	1.037986846
811	1.037889947
812	1.037474172
813	1.037377297
814	1.036950046
815	1.036853243
816	1.036760921
817	1.036433582
818	1.036337272
819	1.036194157
820	1.036098081
821	1.035847937
822	1.035751933
823	1.035656073
824	1.035560312
825	1.035464724
826	1.035369308
827	1.035274024
828	1.035178925
829	1.034877093
830	1.034729352
831	1.034634362
832	1.034308796
833	1.034213897
834	1.034119139
835	1.034024546
836	1.033930059
837	1.033704366
838	1.033609976
839	1.033234997
840	1.033140652
841	1.032830567
842	1.032508219
843	1.032413865
844	1.032324093
845	1.032230134
846	1.032084203
847	1.031990418
848	1.031896799
849	1.031803352
850	1.031709991
851	1.031616765
852	1.031523613
853	1.031149452
854	1.031056293
855	1.030963337
856	1.030870467
857	1.030462934
858	1.030317806
859	1.030225025
860	1.030136926
861	1.029143962
862	1.029051167
863	1.028958545
864	1.02880783
865	1.028715337
866	1.028388541
867	1.028172316
868	1.028079991
869	1.027802851
870	1.027710568
871	1.027618403
872	1.027240275
873	1.027148131
874	1.027004725
875	1.026912733
876	1.026820988
877	1.026729532
878	1.026638164
879	1.026551687
880	1.026460519
881	1.026171302
882	1.026080267
883	1.025989396
884	1.025507059
885	1.025415789
886	1.025324983
887	1.025234299
888	1.024969348
889	1.024823072
890	1.024403156
891	1.024312491
892	1.023986084
893	1.023773475
894	1.023415499
895	1.023324786
896	1.022897323
897	1.022806721
898	1.022670457
899	1.022580121
900	1.022489939
901	1.02211493
902	1.021681879
903	1.0215917
904	1.021389616
905	1.021299599
906	1.020932932
907	1.020766956
908	1.020676951
909	1.020587238
910	1.019665226
911	1.01952411
912	1.01922729
913	1.019137505
914	1.018919075
915	1.018829527
916	1.01874005
917	1.018650736
918	1.018561583
919	1.018472538
920	1.017990672
921	1.017901695
922	1.017761549
923	1.017672705
924	1.017292707
925	1.017203931
926	1.017115347
927	1.016812753
928	1.016724226
929	1.01636369
930	1.016275266
931	1.016183738
932	1.016075142
933	1.015986936
934	1.015898848
935	1.015810887
936	1.015465748
937	1.015327038
938	1.015239173
939	1.015089662
940	1.015001996
941	1.01474663
942	1.014303633
943	1.014215793
944	1.014128328
945	1.014041009
946	1.01395378
947	1.013817806
948	1.013540529
949	1.013453221
950	1.013359222
951	1.012938622
952	1.012845635
953	1.01275878
954	1.012667004
955	1.012576212
956	1.012486368
957	1.012397418
958	1.012310945
959	1.012222961
960	1.012092132
961	1.011652406
962	1.011565236
963	1.011478934
964	1.011392873
965	1.011307423
966	1.010496748
967	1.010410387
968	1.009994911
969	1.009909914
970	1.00963066
971	1.009516568
972	1.009277158
973	1.008964923
974	1.008878999
975	1.008657327
976	1.008523774
977	1.008438115
978	1.008352563
979	1.008267139
980	1.008181864
981	1.008096713
982	1.007820504
983	1.007735401
984	1.007650425
985	1.007565566
986	1.007480795
987	1.007396133
988	1.007311593
989	1.007080632
990	1.006911118
991	1.006778243
992	1.00665133
993	1.006566879
994	1.006482539
995	1.006124795
996	1.00604049
997	1.005753822
998	1.005669465
999	1.00558531
